Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Uchida,Yoshiko",The Bracelet,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Tyler, Michael",The Skin You Live In,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tatum, Beverly Daniel",Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tatum, Beverly Daniel",Can We Talk about Race?: And Other Conversations in an Era of School Resegregation,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tate, Meredith",The Last Confession of Autumn Casterly,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Tarttelin, Abigail",Golden Boy,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Stevenson, Robin",En el bosque,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Stevenson, Robin",Big Guy,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Stevenson, Noelle",The Fire Never Goes Out: A Memoir in Pictures,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Stevenson, Howard C.",Promoting Racial Literacy in Schools: Differences That Make a Difference,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Steven, Laura",The Exact Opposite of Okay (Izzy O'Neill Series),Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,1,2022-03-01
"Sterling, Isabel",These Witches Don't Burn (These Witches Don't Burn Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Sterling, Isabel",The Coldest Touch,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Stein, Garth",The Art of Racing in the Rain,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,1,2022-05-01
"Steele, Hamish",The Watcher's Test (Deadendia Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Steele, Claude M.",Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Stead, Rebecca",The List of Things That Will Not Change,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Stassen, Jean-Philippe",Deogratias: A Tale of Rwanda,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Stanley, Stan",Bright World (The Hazards of Love Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Stanborough, Rebecca J.",25 Women Who Ruled,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Stamper, Phil",The Gravity of Us (The Gravity of Us Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"St. James, James",Freak Show,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Spiegelman, Art",Maus II: A Survivor's Tale: And Here My Troubles Began,Banned Pending Investigation,Texas,Katy independent school district,Administrator,1,2022-01-01
"Specksgoor, Meg",I Am Water,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Sparks, Beatrice",Go Ask Alice,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,1,2022-05-01
"Stevenson, Robin",Under Threat,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Stine, Megan",Who Is Michelle Obama? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Stine, Megan",Who Is Sonia Sotomayor? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Taifa, Nkechi","Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tarpley, Natasha Anastasia",I Love My Hair,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tan, Susan",Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tan, Susan",Cilla Lee-Jenkins: The Epic Story (Cilla Lee-Jenkins Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tan, Susan",Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Tamaki, Mariko",Laura Dean Keeps Breaking Up with Me,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Talley, Robin",Pulp,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Talley, Robin",Music from Another World,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Takei, George",They Called Us Enemy,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Swain-Bates, Crystal","Big Hair, Don't Care",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Stine, Megan",Who Was Marie Curie? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Suzuma, Tabitha",Forbidden,Banned in Libraries and Classrooms,Texas,Cypress-fairbanks independent school district,Administrator,1,2022-04-01
"Surmelis, Angelo",The Dangerous Art of Blending In,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Sullivan, Rosana",Mommy Sayang: Pixar Animation Studios Artist Showcase,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Styron, William",The Confessions of Nat Turner,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Stovall, David Omotoso","Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Stone, Tanya Lee",A Bad Boy Can Be Good for a Girl,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Stone, Nic",Clean Getaway,Banned in Classrooms,North carolina,Wilkes county school district,Administrator,1,2022-05-01
"Stoeve, Ray",Between Perfect and Real,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Verde, Susan",I Am Human: A Book of Empathy (I Am... Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Victoria, Emily",This Golden Flame,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Villa, Jonny Garza",Fifteen Hundred Miles from the Sun,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Williams, David",The Boy in the Dress,Banned in Libraries,Florida,Sarasota county school,Formal Challenge,1,2021-10-01
"Woodson, Jacqueline",El Día En Que Descubres Quién Eres,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Woodson, Jacqueline",Each Kindness,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Woodson, Jacqueline",Brown Girl Dreaming,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Woodson, Jacqueline",Beneath a Meth Moon: An Elegy,Banned in Libraries,Florida,Lee county schools,Administrator,1,2022-05-01
"Woodson, Jacqueline",Before the Ever After,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Woods, Sara",Identifying as Transgender,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Woods, Brenda",My Name Is Sally Little Song,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Wittlinger, Ellen",Saturdays with Hitchcock,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Wittlinger, Ellen",Parrotfish,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Winters, Julian",The Summer of Everything,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Winter, Jonah",Sonia Sotomayor: A Judge Grows in the Bronx/La juez que creció en el Bronx,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Winter, Jonah",Roberto Clemente: Pride of the Pittsburgh Pirates,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Winfield, Cynthia L.",Gender Identity: The Ultimate Teen Guide,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Wind, Lee","No Way, They Were Gay?: Hidden Lives and Secret Loves",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Wilson, Martin",We Now Return to Regular Life,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Wilson, Lakita",What Is Black Lives Matter? (What was...? Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Wilson, Jamia",Young Gifted and Black: Meet 52 Black Heroes from Past and Present,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Wilson, August",Fences,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,1,2021-11-01
"Williamson, Lisa",The Art of Being Normal,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Woodson, Jacqueline",The Day You Begin,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Woodson, Jacqueline",The Dear One,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Woodson, Jacqueline",The Other Side,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Young, Cathy",One Hot Second: Stories About Desire,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,1,2022-03-01
"Zoboi, Ibi",Black Enough: Stories of Being Young & Black in America,Banned in Libraries,Florida,Indian river county school district,Administrator,1,2021-11-01
"Zoboi, Ibi",American Street,Banned in Classrooms,Pennsylvania,Pennridge school district,Administrator,1,2021-08-01
"Ziemke, Kristin",Read the World: Rethinking Literacy for Empathy and Action in a Digital Age,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Zia, Farhana",The Garden of My Imaan,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Zeldis McDonough, Yona",Who Was Sojourner Truth? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Zabarsky, Jessi",Witchlight,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Yousafzai, Malala",Malala's Magic Pencil,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Yousafzai, Malala",Malala: My Story of Standing Up for Girls' Rights,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
Yin,Coolies,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"World Book, Inc.",Understanding Sexuality,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,1,2022-03-01
"Yep, Laurence",Dragonwings,Banned in Classrooms,Tennessee,Blount county schools,Formal Challenge,1,2022-02-01
"Yang, Kelly",Parachutes,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Yang, Gene Luen",American Born Chinese,Banned in Libraries,Mississippi,Madison county schools,Administrator,1,2022-04-01
"Wyeth, Sharon Dennis",Orphea Proud,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Wyeth, Sharon Dennis",Always my Dad,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Wright, Bil",Putting Makeup on the Fat Boy,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Worthington, Michelle",Noah Chases the Wind,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Worth, Richard","Life at School and in the Community (Teens: Being Gay, Lesbian, Bisexual, or Transgender)",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Williams, Karen Lynn","Four Feet, Two Sandals",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
